   1.5000000e+00   2.4882310e-03   3.7226324e-04   4.6041988e-03
   1.5173333e+00   2.3784433e-03   3.9533244e-04   4.3615543e-03
   1.5346667e+00   2.2690852e-03   4.1697139e-04   4.1211991e-03
   1.5520000e+00   2.1601933e-03   4.3670395e-04   3.8836826e-03
   1.5693333e+00   2.0524311e-03   4.5455157e-04   3.6503107e-03
   1.5866667e+00   1.9467061e-03   4.7065359e-04   3.4227586e-03
   1.6040000e+00   1.8437516e-03   4.8485549e-04   3.2026476e-03
   1.6213333e+00   1.7449286e-03   4.9751606e-04   2.9923411e-03
   1.6386667e+00   1.6519153e-03   5.0920611e-04   2.7946245e-03
   1.6560000e+00   1.5661097e-03   5.2012801e-04   2.6120914e-03
   1.6733333e+00   1.4887569e-03   5.3027737e-04   2.4472365e-03
   1.6906667e+00   1.4205765e-03   5.3913682e-04   2.3020162e-03
   1.7080000e+00   1.3619486e-03   5.4597575e-04   2.1779215e-03
   1.7253333e+00   1.3130363e-03   5.5014025e-04   2.0759323e-03
   1.7426667e+00   1.2729084e-03   5.5037737e-04   1.9954393e-03
   1.7600000e+00   1.2405675e-03   5.4603750e-04   1.9350975e-03
   1.7773333e+00   1.2148694e-03   5.3705785e-04   1.8926809e-03
   1.7946667e+00   1.1946543e-03   5.2399314e-04   1.8653154e-03
   1.8120000e+00   1.1785101e-03   5.0753668e-04   1.8494835e-03
   1.8293333e+00   1.1648328e-03   4.8828966e-04   1.8413759e-03
   1.8466667e+00   1.1521233e-03   4.6681349e-04   1.8374332e-03
   1.8640000e+00   1.1398465e-03   4.4433790e-04   1.8353551e-03
   1.8813333e+00   1.1276150e-03   4.2188427e-04   1.8333457e-03
   1.8986667e+00   1.1154770e-03   4.0055408e-04   1.8303999e-03
   1.9160000e+00   1.1030496e-03   3.8069554e-04   1.8254036e-03
   1.9333333e+00   1.0902116e-03   3.6264060e-04   1.8177825e-03
   1.9506667e+00   1.0766104e-03   3.4625669e-04   1.8069641e-03
   1.9680000e+00   1.0622693e-03   3.3159415e-04   1.7929444e-03
   1.9853333e+00   1.0475122e-03   3.1884676e-04   1.7761776e-03
   2.0026667e+00   1.0336925e-03   3.0911169e-04   1.7582734e-03
