   0.0000000e+00   1.0000000e+00
   8.0000000e-03   9.7778223e-01
   1.6000000e-02   9.2844656e-01
   2.4000000e-02   8.6570136e-01
   3.2000000e-02   8.1563364e-01
   4.0000000e-02   7.7496606e-01
   4.8000000e-02   7.4159805e-01
   5.6000000e-02   7.3089062e-01
   6.4000000e-02   7.0714280e-01
   7.2000000e-02   6.9606014e-01
   8.0000000e-02   7.0066909e-01
   8.8000000e-02   7.0093282e-01
   9.6000000e-02   7.0468641e-01
   1.0400000e-01   7.0365200e-01
   1.1200000e-01   7.0801334e-01
   1.2000000e-01   7.2003470e-01
   1.2800000e-01   7.2319059e-01
   1.3600000e-01   7.2715873e-01
   1.4400000e-01   7.2454363e-01
   1.5200000e-01   7.1694001e-01
   1.6000000e-01   7.1597748e-01
   1.6800000e-01   7.1414176e-01
   1.7600000e-01   7.0325122e-01
   1.8400000e-01   7.0251686e-01
   1.9200000e-01   6.9291058e-01
   2.0000000e-01   6.9722707e-01
   2.0800000e-01   6.9616676e-01
   2.1600000e-01   6.8589412e-01
   2.2400000e-01   6.8912640e-01
   2.3200000e-01   6.8096204e-01
   2.4000000e-01   6.8395525e-01
   2.4800000e-01   6.7989151e-01
   2.5600000e-01   6.7943850e-01
   2.6400000e-01   6.8906493e-01
   2.7200000e-01   6.8831718e-01
   2.8000000e-01   6.8664661e-01
   2.8800000e-01   6.9180465e-01
   2.9600000e-01   6.9162338e-01
   3.0400000e-01   6.9206402e-01
   3.1200000e-01   6.8894175e-01
   3.2000000e-01   6.8025670e-01
   3.2800000e-01   6.8030381e-01
   3.3600000e-01   6.8933756e-01
   3.4400000e-01   6.7827165e-01
   3.5200000e-01   6.8218439e-01
   3.6000000e-01   6.7648840e-01
   3.6800000e-01   6.6913516e-01
   3.7600000e-01   6.7053451e-01
   3.8400000e-01   6.7431249e-01
   3.9200000e-01   6.7558641e-01
   4.0000000e-01   6.7499245e-01
   4.0800000e-01   6.7329756e-01
   4.1600000e-01   6.7464300e-01
   4.2400000e-01   6.7264652e-01
   4.3200000e-01   6.7286249e-01
   4.4000000e-01   6.7639155e-01
   4.4800000e-01   6.7304628e-01
   4.5600000e-01   6.7588981e-01
