  -1.1200000e-01   9.5271019e-01   6.2833618e-01  -3.9844740e-02
  -9.6000000e-02   9.5895499e-01   6.2844346e-01  -3.2673850e-02
  -8.0000000e-02   9.6362185e-01   6.2855076e-01  -3.7901817e-02
  -6.4000000e-02   9.7087221e-01   6.2865808e-01  -3.9329288e-02
  -4.8000000e-02   9.8498507e-01   6.2876541e-01  -3.0492533e-02
  -3.2000000e-02   9.8010814e-01   6.2887276e-01  -3.8315878e-02
  -1.6000000e-02   9.8946116e-01   6.2898013e-01  -4.2038778e-02
   0.0000000e+00   1.0000000e+00   6.2908752e-01  -2.8044826e-02
   1.6000000e-02   9.9087392e-01   6.2898013e-01  -3.3892640e-02
   3.2000000e-02   9.8907371e-01   6.2887276e-01  -3.0641933e-02
   4.8000000e-02   9.8042746e-01   6.2876541e-01  -2.9244489e-02
   6.4000000e-02   9.6452909e-01   6.2865808e-01  -3.1067411e-02
   8.0000000e-02   9.6043388e-01   6.2855076e-01  -2.9576868e-02
   9.6000000e-02   9.4847274e-01   6.2844346e-01  -2.7137158e-02
   1.1200000e-01   9.4222083e-01   6.2833618e-01  -2.1011215e-02
   1.2800000e-01   9.2981373e-01   6.2822892e-01  -2.1544178e-02
   1.4400000e-01   9.1629940e-01   6.2812168e-01  -2.8382700e-02
   1.6000000e-01   9.1025969e-01   6.2801445e-01  -2.1345240e-02
   1.7600000e-01   8.9295516e-01   6.2790725e-01  -2.1617016e-02
   1.9200000e-01   8.7932586e-01   6.2780006e-01  -1.8405327e-02
   2.0800000e-01   8.6388784e-01   6.2769289e-01  -2.1395343e-02
   2.2400000e-01   8.5696510e-01   6.2758574e-01  -1.3511843e-02
   2.4000000e-01   8.4620321e-01   6.2747861e-01  -1.1466318e-02
   2.5600000e-01   8.2495759e-01   6.2737149e-01  -1.8529979e-02
   2.7200000e-01   8.1707901e-01   6.2726440e-01  -1.3219112e-02
   2.8800000e-01   7.9922903e-01   6.2715732e-01  -1.7311563e-02
   3.0400000e-01   7.9191625e-01   6.2705026e-01  -8.7953573e-03
   3.2000000e-01   7.7965090e-01   6.2694322e-01  -1.0439570e-02
   3.3600000e-01   7.7095712e-01   6.2683619e-01  -4.6269726e-03
   3.5200000e-01   7.5604830e-01   6.2672919e-01  -6.8950887e-03
   3.6800000e-01   7.4343289e-01   6.2662220e-01  -3.0241195e-03
   3.8400000e-01   7.3243189e-01   6.2651523e-01  -2.0835283e-03
   4.0000000e-01   7.1584099e-01   6.2640828e-01  -8.1412513e-03
   4.1600000e-01   7.1032698e-01   6.2630135e-01  -5.0675613e-03
   4.3200000e-01   6.9953322e-01   6.2619444e-01  -1.7742874e-03
   4.4800000e-01   6.9105263e-01   6.2608754e-01   1.7594689e-03
   4.6400000e-01   6.8133293e-01   6.2598066e-01  -8.9346491e-04
   4.8000000e-01   6.7033258e-01   6.2587381e-01   4.1771033e-03
   4.9600000e-01   6.5288981e-01   6.2576696e-01  -5.0623226e-03
   5.1200000e-01   6.5000898e-01   6.2566014e-01  -1.6404318e-03
   5.2800000e-01   6.4170537e-01   6.2555334e-01  -2.3081065e-03
   5.4400000e-01   6.3541356e-01   6.2544655e-01  -2.3920374e-03
   5.6000000e-01   6.2907517e-01   6.2533978e-01   5.4495252e-04
   5.7600000e-01   6.2310064e-01   6.2523303e-01   3.5446576e-04
   5.9200000e-01   6.1385946e-01   6.2512630e-01  -1.1431125e-03
   6.0800000e-01   6.0820657e-01   6.2501959e-01   2.0701877e-03
   6.2400000e-01   6.0288106e-01   6.2491290e-01   2.3332155e-03
   6.4000000e-01   5.9851245e-01   6.2480622e-01   3.4942249e-03
   6.5600000e-01   5.9476636e-01   6.2469956e-01   6.4067514e-03
   6.7200000e-01   5.9477907e-01   6.2459292e-01   1.0331398e-02
   6.8800000e-01   5.9037888e-01   6.2448630e-01   4.6498216e-03
   7.0400000e-01   5.8480548e-01   6.2437969e-01   5.7472809e-03
   7.2000000e-01   5.7899533e-01   6.2427311e-01   6.4383816e-03
   7.3600000e-01   5.7768809e-01   6.2416654e-01   3.6120851e-03
   7.5200000e-01   5.7898900e-01   6.2405999e-01   8.6363467e-03
   7.6800000e-01   5.7692788e-01   6.2395346e-01   7.2734623e-03
   7.8400000e-01   5.7239827e-01   6.2384695e-01   5.9673381e-03
   8.0000000e-01   5.6939173e-01   6.2374045e-01   4.1346463e-03
   8.1600000e-01   5.7199573e-01   6.2363398e-01   9.1323397e-03
   8.3200000e-01   5.6068852e-01   6.2352752e-01   5.3073043e-06
   8.4800000e-01   5.6877294e-01   6.2342108e-01   7.9748914e-03
   8.6400000e-01   5.6337981e-01   6.2331466e-01   4.6230480e-03
   8.8000000e-01   5.6345428e-01   6.2320825e-01   2.1287725e-03
   8.9600000e-01   5.5865358e-01   6.2310187e-01   1.9727361e-03
   9.1200000e-01   5.6482608e-01   6.2299550e-01   5.0428703e-03
