   0.0000000e+00   9.7664954e-01   1.0000000e+00
   8.0000000e-03   1.0000000e+00   9.9702763e-01
   1.6000000e-02   9.8307384e-01   9.8956399e-01
   2.4000000e-02   9.7057083e-01   9.8063192e-01
   3.2000000e-02   9.7316037e-01   9.7240267e-01
   4.0000000e-02   9.5552803e-01   9.6530609e-01
   4.8000000e-02   9.3363748e-01   9.5899280e-01
   5.6000000e-02   9.3905461e-01   9.5331816e-01
   6.4000000e-02   9.4837790e-01   9.4822404e-01
   7.2000000e-02   9.5448749e-01   9.4328461e-01
   8.0000000e-02   9.3098178e-01   9.3788756e-01
   8.8000000e-02   9.1595392e-01   9.3176180e-01
   9.6000000e-02   9.1018251e-01   9.2507707e-01
   1.0400000e-01   9.1499835e-01   9.1812014e-01
   1.1200000e-01   8.9155089e-01   9.1108415e-01
   1.2000000e-01   9.0405352e-01   9.0409981e-01
   1.2800000e-01   8.9608161e-01   8.9723137e-01
   1.3600000e-01   8.7206889e-01   8.9039274e-01
   1.4400000e-01   8.8394836e-01   8.8339776e-01
   1.5200000e-01   8.8357628e-01   8.7614347e-01
   1.6000000e-01   8.6666251e-01   8.6868997e-01
   1.6800000e-01   8.5572765e-01   8.6117237e-01
   1.7600000e-01   8.5586216e-01   8.5371231e-01
   1.8400000e-01   8.4890445e-01   8.4640707e-01
   1.9200000e-01   8.1835972e-01   8.3930975e-01
   2.0000000e-01   8.2201805e-01   8.3238427e-01
   2.0800000e-01   8.1904033e-01   8.2553079e-01
   2.1600000e-01   8.0959745e-01   8.1868356e-01
   2.2400000e-01   8.0896313e-01   8.1186138e-01
   2.3200000e-01   8.3236726e-01   8.0512813e-01
   2.4000000e-01   7.9725567e-01   7.9854620e-01
   2.4800000e-01   7.8681028e-01   7.9216702e-01
   2.5600000e-01   7.8585271e-01   7.8601491e-01
   2.6400000e-01   7.9053579e-01   7.8005866e-01
   2.7200000e-01   7.6864981e-01   7.7422870e-01
   2.8000000e-01   7.8471711e-01   7.6847987e-01
   2.8800000e-01   7.5415519e-01   7.6282413e-01
   2.9600000e-01   7.5941003e-01   7.5730517e-01
   3.0400000e-01   7.4356829e-01   7.5196747e-01
   3.1200000e-01   7.3457291e-01   7.4684823e-01
   3.2000000e-01   7.4582415e-01   7.4196371e-01
   3.2800000e-01   7.4438955e-01   7.3728856e-01
   3.3600000e-01   7.2303264e-01   7.3276941e-01
   3.4400000e-01   7.4344497e-01   7.2837098e-01
   3.5200000e-01   7.1198214e-01   7.2409959e-01
   3.6000000e-01   7.0313426e-01   7.1998441e-01
   3.6800000e-01   7.0715722e-01   7.1605526e-01
   3.7600000e-01   6.9814162e-01   7.1233669e-01
   3.8400000e-01   7.1088324e-01   7.0883660e-01
   3.9200000e-01   6.9746830e-01   7.0553004e-01
   4.0000000e-01   7.2906193e-01   7.0237067e-01
   4.0800000e-01   6.7366932e-01   6.9932762e-01
   4.1600000e-01   6.8549024e-01   6.9640331e-01
   4.2400000e-01   6.8811283e-01   6.9361773e-01
   4.3200000e-01   7.0437463e-01   6.9099113e-01
   4.4000000e-01   6.7665106e-01   6.8854000e-01
   4.4800000e-01   6.7069303e-01   6.8626733e-01
   4.5600000e-01   7.0332153e-01   6.8414869e-01
   4.6400000e-01   6.7732614e-01   6.8214240e-01
   4.7200000e-01   6.7619777e-01   6.8022093e-01
   4.8000000e-01   6.9064192e-01   6.7838497e-01
   4.8800000e-01   6.8526695e-01   6.7664905e-01
   4.9600000e-01   6.8621346e-01   6.7502730e-01
   5.0400000e-01   6.8010172e-01   6.7353132e-01
   5.1200000e-01   6.3530030e-01   6.7216176e-01
   5.2000000e-01   6.7647510e-01   6.7089547e-01
   5.2800000e-01   6.8830642e-01   6.6969470e-01
   5.3600000e-01   6.7566401e-01   6.6853551e-01
   5.4400000e-01   6.5418728e-01   6.6741938e-01
   5.5200000e-01   6.6438155e-01   6.6635888e-01
   5.6000000e-01   6.6717031e-01   6.6536530e-01
   5.6800000e-01   6.6225987e-01   6.6444870e-01
   5.7600000e-01   6.7727075e-01   6.6361055e-01
   5.8400000e-01   6.6270867e-01   6.6283080e-01
   5.9200000e-01   6.7728561e-01   6.6207613e-01
   6.0000000e-01   6.7274423e-01   6.6132723e-01
   6.0800000e-01   6.5517048e-01   6.6058894e-01
   6.1600000e-01   6.5940820e-01   6.5987461e-01
   6.2400000e-01   6.6698635e-01   6.5919479e-01
   6.3200000e-01   6.5476601e-01   6.5855984e-01
   6.4000000e-01   6.7881492e-01   6.5797404e-01
   6.4800000e-01   6.6642523e-01   6.5742111e-01
   6.5600000e-01   6.3916026e-01   6.5687126e-01
   6.6400000e-01   6.6521006e-01   6.5630911e-01
   6.7200000e-01   6.4600475e-01   6.5574369e-01
   6.8000000e-01   6.3902658e-01   6.5519018e-01
   6.8800000e-01   6.3194007e-01   6.5465798e-01
   6.9600000e-01   6.5085333e-01   6.5415722e-01
   7.0400000e-01   6.6911848e-01   6.5369555e-01
   7.1200000e-01   6.6740094e-01   6.5326053e-01
   7.2000000e-01   6.8418888e-01   6.5282370e-01
   7.2800000e-01   6.7426346e-01   6.5237128e-01
   7.3600000e-01   6.4386850e-01   6.5191678e-01
   7.4400000e-01   6.5457043e-01   6.5147848e-01
   7.5200000e-01   6.5313109e-01   6.5106341e-01
   7.6000000e-01   6.4706254e-01   6.5067898e-01
   7.6800000e-01   6.4468138e-01   6.5033620e-01
   7.7600000e-01   6.5706041e-01   6.5002796e-01
   7.8400000e-01   6.6043908e-01   6.4972515e-01
   7.9200000e-01   6.4988840e-01   6.4941083e-01
   8.0000000e-01   6.4617986e-01   6.4910181e-01
   8.0800000e-01   6.4195234e-01   6.4882259e-01
   8.1600000e-01   6.4733553e-01   6.4857787e-01
   8.2400000e-01   6.3041510e-01   6.4836659e-01
   8.3200000e-01   6.6515795e-01   6.4819971e-01
   8.4000000e-01   6.6533221e-01   6.4807915e-01
   8.4800000e-01   6.5095973e-01   6.4797737e-01
   8.5600000e-01   6.5179289e-01   6.4786739e-01
   8.6400000e-01   6.1997819e-01   6.4776204e-01
   8.7200000e-01   6.5879522e-01   6.4769607e-01
   8.8000000e-01   6.5192582e-01   6.4767978e-01
   8.8800000e-01   6.3926662e-01   6.4769959e-01
   8.9600000e-01   6.4433728e-01   6.4775426e-01
   9.0400000e-01   6.4599706e-01   6.4785437e-01
   9.1200000e-01   6.5236770e-01   6.4798663e-01
   9.2000000e-01   6.5400457e-01   6.4811695e-01
   9.2800000e-01   6.2838352e-01   6.4823886e-01
   9.3600000e-01   6.4447027e-01   6.4838798e-01
