   3.1538589e-01  -1.2137419e+01   7.9432823e+04
   2.7835601e-01  -1.1803951e+01   6.3095734e+04
   2.3010946e-01  -1.1477207e+01   5.0118723e+04
   1.6842755e-01  -1.1164505e+01   3.9810717e+04
   9.4061971e-02  -1.0878290e+01   3.1622777e+04
   1.2585657e-02  -1.0629534e+01   2.5118864e+04
  -6.6760345e-02  -1.0422565e+01   1.9952623e+04
  -1.3626338e-01  -1.0252757e+01   1.5848932e+04
  -1.9487400e-01  -1.0106796e+01   1.2589254e+04
  -2.4794418e-01  -9.9655092e+00   1.0000000e+04
  -3.0271086e-01  -9.8106238e+00   7.9432823e+03
  -3.6415752e-01  -9.6345231e+00   6.3095734e+03
  -4.3320436e-01  -9.4441861e+00   5.0118723e+03
  -5.0742342e-01  -9.2528043e+00   3.9810717e+03
  -5.8407807e-01  -9.0679831e+00   3.1622777e+03
  -6.6333703e-01  -8.8878665e+00   2.5118864e+03
  -7.4871019e-01  -8.7059902e+00   1.9952623e+03
  -8.4492431e-01  -8.5186173e+00   1.5848932e+03
  -9.5595784e-01  -8.3278440e+00   1.2589254e+03
  -1.0842633e+00  -8.1397110e+00   1.0000000e+03
  -1.2296516e+00  -7.9617232e+00   7.9432823e+02
  -1.3866605e+00  -7.8014833e+00   6.3095734e+02
  -1.5423654e+00  -7.6649562e+00   5.0118723e+02
  -1.6790790e+00  -7.5545723e+00   3.9810717e+02
  -1.7832266e+00  -7.4687871e+00   3.1622777e+02
  -1.8527966e+00  -7.4033110e+00   2.5118864e+02
  -1.8952818e+00  -7.3528803e+00   1.9952623e+02
  -1.9203815e+00  -7.3125281e+00   1.5848932e+02
  -1.9355590e+00  -7.2779691e+00   1.2589254e+02
  -1.9454503e+00  -7.2452844e+00   1.0000000e+02
  -1.9526757e+00  -7.2103457e+00   7.9432823e+01
  -1.9586508e+00  -7.1683149e+00   6.3095734e+01
  -1.9641147e+00  -7.1134910e+00   5.0118723e+01
  -1.9694194e+00  -7.0400094e+00   3.9810717e+01
  -1.9746652e+00  -6.9438904e+00   3.1622777e+01
  -1.9797781e+00  -6.8255207e+00   2.5118864e+01
  -1.9846113e+00  -6.6896226e+00   1.9952623e+01
  -1.9890690e+00  -6.5416203e+00   1.5848932e+01
  -1.9931679e+00  -6.3840841e+00   1.2589254e+01
  -1.9970069e+00  -6.2164165e+00   1.0000000e+01
  -2.0007116e+00  -6.0365241e+00   7.9432823e+00
  -2.0044066e+00  -5.8422917e+00   6.3095734e+00
  -2.0082078e+00  -5.6324433e+00   5.0118723e+00
  -2.0122142e+00  -5.4073856e+00   3.9810717e+00
  -2.0164840e+00  -5.1701286e+00   3.1622777e+00
  -2.0210168e+00  -4.9258889e+00   2.5118864e+00
  -2.0257698e+00  -4.6797770e+00   1.9952623e+00
  -2.0307007e+00  -4.4346208e+00   1.5848932e+00
  -2.0358033e+00  -4.1905294e+00   1.2589254e+00
  -2.0411308e+00  -3.9453539e+00   1.0000000e+00
  -2.0468112e+00  -3.6954456e+00   7.9432823e-01
  -2.0530294e+00  -3.4375384e+00   6.3095734e-01
  -2.0599613e+00  -3.1713679e+00   5.0118723e-01
  -2.0676650e+00  -2.9013793e+00   3.9810717e-01
  -2.0759431e+00  -2.6366744e+00   3.1622777e-01
  -2.0842545e+00  -2.3889521e+00   2.5118864e-01
  -2.0918180e+00  -2.1690868e+00   1.9952623e-01
  -2.0979314e+00  -1.9841748e+00   1.5848932e-01
  -2.1022922e+00  -1.8362524e+00   1.2589254e-01
  -2.1050689e+00  -1.7224169e+00   1.0000000e-01
  -2.1067123e+00  -1.6354829e+00   7.9432823e-02
  -2.1077069e+00  -1.5641832e+00   6.3095734e-02
  -2.1084341e+00  -1.4919573e+00   5.0118723e-02
  -2.1091571e+00  -1.3949827e+00   3.9810717e-02
  -2.1100573e+00  -1.2452283e+00   3.1622777e-02
  -2.1112660e+00  -1.0260966e+00   2.5118864e-02
  -2.1128693e+00  -7.4834678e-01   1.9952623e-02
  -2.1148903e+00  -4.4171698e-01   1.5848932e-02
  -2.1172754e+00  -1.3374506e-01   1.2589254e-02
  -2.1199156e+00   1.6041273e-01   1.0000000e-02
  -2.1227066e+00   4.3740413e-01   7.9432823e-03
  -2.1256045e+00   7.0150291e-01   6.3095734e-03
  -2.1286363e+00   9.5994424e-01   5.0118723e-03
  -2.1318736e+00   1.2191528e+00   3.9810717e-03
  -2.1353960e+00   1.4824756e+00   3.1622777e-03
  -2.1392506e+00   1.7491935e+00   2.5118864e-03
  -2.1434190e+00   2.0151920e+00   1.9952623e-03
  -2.1478108e+00   2.2752500e+00   1.5848932e-03
  -2.1522832e+00   2.5249821e+00   1.2589254e-03
